src,tgt
O=[Fe]O[Fe]=O,[Fe+3]~[Fe+3]~[O-2]~[O-2]~[O-2]
Cl[Ni-2](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Ni](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1
c1ccc([P+](c2ccccc2)(c2ccccc2)[Ni-4]([P+](c2ccccc2)(c2ccccc2)c2ccccc2)([P+](c2ccccc2)(c2ccccc2)c2ccccc2)[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Ni]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
CC(=O)O[Ni]OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~[Ni+2]
Cl[Ni-2]1(Cl)[P+](c2ccccc2)(c2ccccc2)CCC[P+]1(c1ccccc1)c1ccccc1,Cl[Ni]1(Cl)[P](c2ccccc2)(c2ccccc2)CCC[P]1(c1ccccc1)c1ccccc1
Cl[Ni-2]1(Cl)[P+](c2ccccc2)(c2ccccc2)CC[P+]1(c1ccccc1)c1ccccc1,Cl[Ni]1(Cl)[P](c2ccccc2)(c2ccccc2)CC[P]1(c1ccccc1)c1ccccc1
Cl[W](Cl)(Cl)(Cl)(Cl)Cl,[Cl-]~[Cl-]~[Cl-]~[Cl-]~[Cl-]~[Cl-]~[W+6]
CC(=O)O[Cd]OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~O~O~[Cd+2]
O=S(=O)(O[Ag])O[Ag],O=S(=O)([O-])[O-]~[Ag+]~[Ag+]
[O-][Cl+3]([O-])([O-])O[Ag],O~[Ag+]~[O-][Cl+3]([O-])([O-])[O-]
[O-][Cl+3]([O-])([O-])O[Ag],[Ag+]~[O-][Cl+3]([O-])([O-])[O-]
O=[N+]([O-])O[Ag],O=[N+]([O-])[O-]~[Ag+]
O=C(O[Ag])O[Ag],O=C([O-])[O-]~[Ag+]~[Ag+]
O=S(=O)(O[Ag])C(F)(F)F,O=S(=O)([O-])C(F)(F)F~[Ag+]
CC(=O)O[Ag],CC(=O)[O-]~[Ag+]
O=C(O[Ag])C(F)(F)F,O=C([O-])C(F)(F)F~[Ag+]
O=C(O[Ag])c1ccccc1,O=C([O-])c1ccccc1~[Ag+]
Cc1ccc(S(=O)(=O)O[Ag])cc1,Cc1ccc(S(=O)(=O)[O-])cc1~[Ag+]
[Ag]n1ccnc1,[Ag+]~c1c[n-]cn1
[Ag]O[Si](O[Ag])(O[Ag])O[Ag],[Ag+]~[Ag+]~[Ag+]~[Ag+]~[O-][Si]([O-])([O-])[O-]
CC(C)(C)C(=O)O[Ag],CC(C)(C)C(=O)[O-]~[Ag+]
N#CO[Ag],N#C[O-]~[Ag+]
O=NO[Ag],O=N[O-]~[Ag+]
N#C[Ag],[Ag+]~[C-]#N
O=[N+]([O-])O[Bi](O[N+](=O)[O-])O[N+](=O)[O-],O~O~O~O~O~O=[N+]([O-])[O-]~O=[N+]([O-])[O-]~O=[N+]([O-])[O-]~[Bi+3]
O=[N+]([O-])O[Bi](O[N+](=O)[O-])O[N+](=O)[O-],O=[N+]([O-])[O-]~O=[N+]([O-])[O-]~O=[N+]([O-])[O-]~[Bi+3]
O=S(=O)(O[Bi](OS(=O)(=O)C(F)(F)F)OS(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~O=S(=O)([O-])C(F)(F)F~[Bi+3]
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,Cl[Pd]Cl~[Fe+2]~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,Clc1cc[c-](P(c2ccccc2)c2ccccc2)c1Cl~[Fe+2]~[Pd+2]~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,[Fe+2]~[Pd]~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,Clc1cc[c-](P(c2ccccc2)c2ccccc2)c1Cl~[Fe+2]~[Pd]~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,[Fe+2]~[Pd+2]~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,Cl[Pd]Cl~[CH]1[CH][CH][C](P(c2ccccc2)c2ccccc2)[CH]1~[CH]1[CH][CH][C](P(c2ccccc2)c2ccccc2)[CH]1~[CH]1[CH][CH][C](P(c2ccccc2)c2ccccc2)[CH]1~[CH]1[CH][CH][C](P(c2ccccc2)c2ccccc2)[CH]1~[Fe]~[Fe]
C1=CC([Fe]C2C=CC=C2)C=C1~Cl[Pd]Cl,Cl[Pd]Cl~[Fe+2]~c1cc[cH-]c1~c1cc[cH-]c1
C1=CC([Fe]C2(P(C3CCCCC3)C3CCCCC3)C=CC=C2)(P(C2CCCCC2)C2CCCCC2)C=C1~Cl[Pd]Cl,Cl[Pd]Cl~[Fe+2]~c1cc[c-](P(C2CCCCC2)C2CCCCC2)c1~c1cc[c-](P(C2CCCCC2)C2CCCCC2)c1
C1=CC([Fe]C2(P(C3CCCCC3)C3CCCCC3)C=CC=C2)(P(C2CCCCC2)C2CCCCC2)C=C1~Cl[Pd]Cl,Clc1cc[c-](P(C2CCCCC2)C2CCCCC2)c1Cl~[Fe+2]~[Pd+2]~c1cc[c-](P(C2CCCCC2)C2CCCCC2)c1
C1=CC([Fe]C2(P(C3CCCCC3)C3CCCCC3)C=CC=C2)(P(C2CCCCC2)C2CCCCC2)C=C1~Cl[Pd]Cl,Cl[Pd]Cl~[CH]1[CH][CH][C](P(C2CCCCC2)C2CCCCC2)[CH]1~[CH]1[CH][CH][C](P(C2CCCCC2)C2CCCCC2)[CH]1~[Fe]
CC(=O)O[Pd]OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~[Pd+2]
CC(=O)O[Pd]OC(C)=O,CC(=O)O~CC(=O)O~[Pd]
CC(=O)O[Pd]OC(C)=O,CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~CC(=O)[O-]~[Pd+2]~[Pd+2]
CS(=O)(=O)O[Pd]OS(C)(=O)=O,CS(=O)(=O)[O-]~CS(=O)(=O)[O-]~[Pd+2]
O=C(O[Pd]OC(=O)C(F)(F)F)C(F)(F)F,O=C([O-])C(F)(F)F~O=C([O-])C(F)(F)F~[Pd+2]
O=C(O[Pd]OC(=O)C(F)(F)F)C(F)(F)F,O=C(O)C(F)(F)F~O=C(O)C(F)(F)F~[Pd]
CC(=O)/C=C(/C)O[Pd]O/C(C)=C\C(C)=O,CC(=O)/C=C(/C)[O-]~CC(=O)/C=C(/C)[O-]~[Pd+2]
CC(=O)/C=C(/C)O[Pd]O/C(C)=C\C(C)=O,CC(=O)C=C(C)[O-]~CC(=O)C=C(C)[O-]~[Pd+2]
CC(C)(C)C(=O)O[Pd]OC(=O)C(C)(C)C,CC(C)(C)C(=O)[O-]~CC(C)(C)C(=O)[O-]~[Pd+2]
O[Pd]O~[C],[C]~O[Pd]O
O=[Pd],[O-2]~[Pd+2]
Br[Pd]Br,[Br-]~[Br-]~[Pd+2]
O=[Cr](=O)([O-])Cl~c1cc[nH+]cc1,O=[Cr](=O)(O)Cl~c1ccncc1
O=[Cr](=O)=O,[Cr+6]~[O-2]~[O-2]~[O-2]
Cl[Cr]Cl,[Cl-]~[Cl-]~[Cr+2]
O=[Cr](=O)(O[K])O[Cr](=O)(=O)O[K],O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-]~[K+]~[K+]
O=[Cr](=O)(O[Na])O[Cr](=O)(=O)O[Na],O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-]~[Na+]~[Na+]
O=[Cr]O[Cr]=O,[Cr+3]~[Cr+3]~[O-2]~[O-2]~[O-2]
Cl[Cr](Cl)Cl,[Cl-]~[Cl-]~[Cl-]~[Cr+3]
O=[Cr]=O,[Cr+4]~[O-2]~[O-2]
Cl[Au](Cl)Cl,[Au+3]~[Cl-]~[Cl-]~[Cl-]
Cl[Au-](Cl)(Cl)Cl~[Na+],Cl[Au-](Cl)(Cl)Cl~O~O~[Na+]
[AlH4-]~[Li+],[2H][Al-]([2H])([2H])[2H]~[Li+]
[AlH4-]~[Li+],[Al+3]~[H-]~[H-]~[H-]~[H-]~[Li+]
[AlH4-]~[Li+],[Li][AlH4]
Cl[Al](Cl)Cl,[Al+3]~[Cl-]~[Cl-]~[Cl-]
CC(C)C[AlH]CC(C)C,CC(C)C[Al+]CC(C)C~[H-]
CC(C)C[AlH]CC(C)C,[2H][Al](CC(C)C)CC(C)C
C[Al](C)C,[Al+3]~[CH3-]~[CH3-]~[CH3-]
O=[Al]O[Al]=O,[Al+3]~[Al+3]~[O-2]~[O-2]~[O-2]
COCCO[AlH2-]OCCOC~[Na+],COCCO[Al+]OCCOC~[H-]~[H-]~[Na+]
COCCO[AlH2-]OCCOC~[Na+],COCCO[Al+]OCCOC~[H-]~[Na]
CC(C)O[Al](OC(C)C)OC(C)C,CC(C)[O-]~CC(C)[O-]~CC(C)[O-]~[Al+3]
CC(C)C[AlH]CC(C)C.Cc1ccccc1,CC(C)C[Al+]CC(C)C~Cc1ccccc1~[H-]
CCCC[AlH]CCCC.Cc1ccccc1,CCCC[Al+]CCCC~Cc1ccccc1~[H-]
c1ccc([P+](c2ccccc2)(c2ccccc2)[Pd-4]([P+](c2ccccc2)(c2ccccc2)c2ccccc2)([P+](c2ccccc2)(c2ccccc2)c2ccccc2)[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,[Pd]~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,ClCl~[Fe+2]~[Pd]~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,Cl[Pd]Cl~[CH]1[CH][CH][C](P(c2ccccc2)c2ccccc2)[CH]1~[CH]1[CH][CH][C](P(c2ccccc2)c2ccccc2)[CH]1~[Fe]
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,Cl[Pd]Cl~[Fe+2]~c1ccc(P(c2ccccc2)c2cc[cH-]c2)cc1~c1ccc(P(c2ccccc2)c2cc[cH-]c2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,Cl[Pd]Cl~[Fe+2]~c1ccc(P(c2ccccc2)c2ccc[cH-]2)cc1~c1ccc(P(c2ccccc2)c2ccc[cH-]2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,[Cl-]~[Cl-]~[Fe+2]~[Pd+2]~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl,[Cl-]~[Cl-]~[Fe+2]~[Pd+2]~c1ccc(P(c2ccccc2)c2ccc[cH-]2)cc1~c1ccc(P(c2ccccc2)c2ccc[cH-]2)cc1
Cl[Pd-2](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,ClCl~[Pd]~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1
Cl[Pd-2](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Pd]Cl~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1
Cl[Pd-2](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,[Cl-]~[Cl-]~[Pd+2]~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1
C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1~Cl[Pd]Cl.ClCCl,ClCCl~Cl[Pd]Cl~[CH]1[CH][CH][C](P(c2ccccc2)c2ccccc2)[CH]1~[CH]1[CH][CH][C](P(c2ccccc2)c2ccccc2)[CH]1~[Fe]
O[Pd]O,[OH-]~[OH-]~[Pd+2]
[C]~[Pd],[C][Pd]
Cl[Pd]Cl,[Cl-]~[Cl-]~[Pd+2]
CC(C)(C)[P+]([Pd-2][P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C~CC(C)(C)P(C(C)(C)C)C(C)(C)C~[Pd]
CCCC[P+](CCCC)(CCCC)[Pd-2][P+](CCCC)(CCCC)CCCC,CCCCP(CCCC)CCCC~CCCCP(CCCC)CCCC~[Pd]
O=[Pt]=O,[O-2]~[O-2]~[Pt+4]
O=[Pt]=O,O~O=[Pt]
O=[Pt],[O-2]~[Pt+2]
[C]~[Pt],[C][Pt]
O=[Pt]=O,[OH-]~[OH-]~[Pt+2]
Cl[Pt]Cl,[Cl-]~[Cl-]~[Pt+2]
c1ccc([P+](c2ccccc2)(c2ccccc2)[Pt-4]([P+](c2ccccc2)(c2ccccc2)c2ccccc2)([P+](c2ccccc2)(c2ccccc2)c2ccccc2)[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,[Pt]~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1
C=C[Si](C)(C)O[Si](C)(C)C=C~[Pt],C=C[Si](C)(C=C)O[Si](C)(C)C~[Pt]
[Pt]~[S]~[C],[Pt+2]~[S-2]
CC(=O)/C=C(/C)O[Pt]O/C(C)=C\C(C)=O,CC(=O)/C=C(/C)[O-]~CC(=O)/C=C(/C)[O-]~[Pt+2]
Cl[Ru](Cl)Cl,[Cl-]~[Cl-]~[Cl-]~[Ru+3]
Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2=[Ru-](Cl)(Cl)(=Cc2ccccc2)[P+](C2CCCCC2)(C2CCCCC2)C2CCCCC2)c(C)c1,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1~Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2=[Ru](Cl)(Cl)=Cc2ccccc2)c(C)c1
Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2=[Ru-](Cl)(Cl)(=Cc2ccccc2)[P+](C2CCCCC2)(C2CCCCC2)C2CCCCC2)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2=[Ru](Cl)(Cl)(=Cc2ccccc2)=P(C2CCCCC2)(C2CCCCC2)C2CCCCC2)c(C)c1
Cl[Ru-2](Cl)(=Cc1ccccc1)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1~C1CCC(P(C2CCCCC2)C2CCCCC2)CC1~Cl[Ru](Cl)=Cc1ccccc1
Cc1ccc(C(C)C)cc1~Cc1ccc(S(=O)(=O)N([Ru]Cl)[C@@H](c2ccccc2)[C@@H](N)c2ccccc2)cc1,Cc1ccc(C(C)C)cc1~Cc1ccc(S(=O)(=O)[N-][C@@H](c2ccccc2)[C@@H](N)c2ccccc2)cc1~[Cl-]~[Ru+2]
Cc1ccc(C(C)C)cc1~Cc1ccc(S(=O)(=O)N([Ru]Cl)[C@H](c2ccccc2)[C@H](N)c2ccccc2)cc1,Cc1ccc(C(C)C)cc1~Cc1ccc(S(=O)(=O)[N-][C@H](c2ccccc2)[C@H](N)c2ccccc2)cc1~[Cl-]~[Ru+2]
Cl[Ru-3](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Ru]Cl~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1
CC(=O)O[Rh]OC(C)=O,CC(=O)O[Rh](OC(C)=O)[Rh](OC(C)=O)OC(C)=O
Cl[Rh-3]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Rh]~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1
Cl[Rh](Cl)Cl,[Cl-]~[Cl-]~[Cl-]~[Rh+3]
CC(=O)/C=C(/C)O[V](=O)O/C(C)=C\C(C)=O,CC(=O)/C=C(\C)O[V](=O)O/C(C)=C/C(C)=O
Cl[Ni]Cl,[Cl-]~[Cl-]~[Ni+2]
Cl[Ni]Cl,O~O~O~O~O~O~[Cl-]~[Cl-]~[Ni+2]
Cl[Ni-2]1(Cl)[P+](c2ccccc2)(c2ccccc2)CCC[P+]1(c1ccccc1)c1ccccc1,CC(C)(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1~Cl[Ni]Cl
Cl[Ni-2]1(Cl)[P+](c2ccccc2)(c2ccccc2)CCC[P+]1(c1ccccc1)c1ccccc1,Cl[Ni]Cl~c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
Cl[Ni-2]1(Cl)[P+](c2ccccc2)(c2ccccc2)CCC[P+]1(c1ccccc1)c1ccccc1,[Cl-]~[Cl-]~[Ni+2]~c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
Cl[Ni-2](Cl)([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Cl[Ni]Cl~c1ccc(P(c2ccccc2)c2ccccc2)cc1~c1ccc(P(c2ccccc2)c2ccccc2)cc1
C1=CCCC=CCC1~C1=CCCC=CCC1~[Ni],C1=CCCCCC=C1~C1=CCCCCC=C1~[Ni]
Cl[Ni-2]1(Cl)[P+](c2ccccc2)(c2ccccc2)CC[P+]1(c1ccccc1)c1ccccc1,CC(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1~Cl[Ni]Cl
Cl[Ni-2]1(Cl)[P+](c2ccccc2)(c2ccccc2)CC[P+]1(c1ccccc1)c1ccccc1,Cl[Ni]Cl~c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
Br[Ni]Br,[Br-]~[Br-]~[Ni+2]
CC(=O)/C=C(/C)O[Ni]O/C(C)=C\C(C)=O,CC(=O)/C=C(/C)[O-]~CC(=O)/C=C(/C)[O-]~[Ni+2]
[Al]~[Ni],[Al][Ni]
I[Ni]I,[I-]~[I-]~[Ni+2]
[H][H].[Ni],[H][H]~[Ni]
Cl[Ac](Cl)Cl,Cl[Ac]
Br[Ac](Br)Br,Br[Ac]
CC(=O)O[Ag],C[C]1O[Ag]O1
[AlH4-]~[Li+],[Li][AlH2]
C[Al](N)Cl,N[Al]CCl
CC(C)(C)O[AlH-](OC(C)(C)C)OC(C)(C)C~[Li+],CC(C)(C)O[AlH-](OC(C)(C)C)OC(C)(C)C
CN1C2=[Ir]34(=C5N(C)c6nccnc6N5c5ccccc53)(=C3N(C)c5nccnc5N3c3ccccc34)c3ccccc3N2c2nccnc21,CN1c2nccnc2N2c3ccccc3[Ir]34(c5ccccc5N5c6nccnc6N(C)C53)(c3ccccc3N3c5nccnc5N(C)C34)C12
CC(C)N1C2=[Ir]34(=C5N(c6ccccc63)c3nccnc3N5C(C)C)(=C3N(c5ccccc54)c4nccnc4N3C(C)C)c3ccccc3N2c2nccnc21,CC(C)N1c2nccnc2N2c3ccccc3[Ir]34(c5ccccc5N5c6nccnc6N(C(C)C)C53)(c3ccccc3N3c5nccnc5N(C(C)C)C34)C21
c1ccc(N2C3=[Ir]45(=C6N(c7ccccc7)c7nccnc7N6c6ccccc64)(=C4N(c6ccccc6)c6nccnc6N4c4ccccc45)c4ccccc4N3c3nccnc32)cc1,c1ccc(N2c3nccnc3N3c4ccccc4[Ir]45(c6ccccc6N6c7nccnc7N(c7ccccc7)C64)(c4ccccc4N4c6nccnc6N(c6ccccc6)C45)C23)cc1
C[Ir](Cl)(C1=CCC[C@]2(C=CC2)C1)=c1n(-c2ccccc2)c2nccnc2n1-c1ccccc1,C[Ir](Cl)(C1=CCC[C@]2(C=CC2)C1)C1N(c2ccccc2)c2nccnc2N1c1ccccc1
Cc1cc(-c2ccccc2)ccc1N1C2=[Ir]34(=C5N(c6ccc(-c7ccccc7)cc6C)c6nccnc6N5c5ccccc53)(=C3N(c5ccc(-c6ccccc6)cc5C)c5nccnc5N3c3ccccc34)c3ccccc3N2c2nccnc21,Cc1cc(-c2ccccc2)ccc1N1c2nccnc2N2c3ccccc3[Ir]34(c5ccccc5N5c6nccnc6N(c6ccc(-c7ccccc7)cc6C)C53)(c3ccccc3N3c5nccnc5N(c5ccc(-c6ccccc6)cc5C)C34)C12
Cc1ccccc1-c1ccc2c(c1)N1C(=[Ir]34(=C5N(c6ccccc6C)c6ccc(-c7ccccc7C)cc6N5c5ccccc53)(=C3N(c5ccccc5C)c5ccc(-c6ccccc6C)cc5N3c3ccccc34)c3ccccc31)N2c1ccccc1C,Cc1ccccc1-c1ccc2c(c1)N1c3ccccc3[Ir]34(c5ccccc5N5c6cc(-c7ccccc7C)ccc6N(c6ccccc6C)C53)(c3ccccc3N3c5cc(-c6ccccc6C)ccc5N(c5ccccc5C)C34)C1N2c1ccccc1C
c1ccc(-c2ccccc2N2C3=[Ir]45(=C6N(c7ccccc7-c7ccccc7)c7nccnc7N6c6ccccc64)(=C4N(c6ccccc6-c6ccccc6)c6nccnc6N4c4ccccc45)c4ccccc4N3c3nccnc32)cc1,c1ccc(-c2ccccc2N2c3nccnc3N3c4ccccc4[Ir]45(c6ccccc6N6c7nccnc7N(c7ccccc7-c7ccccc7)C64)(c4ccccc4N4c6nccnc6N(c6ccccc6-c6ccccc6)C45)C23)cc1
CCc1ccc(N2C3=[Ir]45(=C6N(c7ccc(CC)cc7)c7nccnc7N6c6ccc(CC)cc64)(=C4N(c6ccc(CC)cc6)c6nccnc6N4c4ccc(CC)cc45)c4cc(CC)ccc4N3c3nccnc32)cc1,CCc1ccc(N2c3nccnc3N3c4ccc(CC)cc4[Ir]45(c6cc(CC)ccc6N6c7nccnc7N(c7ccc(CC)cc7)C64)(c4cc(CC)ccc4N4c6nccnc6N(c6ccc(CC)cc6)C45)C23)cc1
CN1C2=[Ir]34(=C5N(C)c6cccnc6N5c5cc(-c6ccccc6)ccc53)(=C3N(C)c5cccnc5N3c3cc(-c5ccccc5)ccc34)c3ccc(-c4ccccc4)cc3N2c2ncccc21,CN1c2cccnc2N2c3cc(-c4ccccc4)ccc3[Ir]34(c5ccc(-c6ccccc6)cc5N5c6ncccc6N(C)C53)(c3ccc(-c5ccccc5)cc3N3c5ncccc5N(C)C34)C12
Cc1ccc2c(c1)N1C(=[Ir]234(=C2N(C)c5cccnc5N2c2cc(C)ccc23)=C2N(C)c3cccnc3N2c2cc(C)ccc24)N(C)c2cccnc21,Cc1ccc2c(c1)N1c3ncccc3N(C)C1[Ir]213(c2ccc(C)cc2N2c4ncccc4N(C)C21)c1ccc(C)cc1N1c2ncccc2N(C)C13
CN1C2=[Ir]34(=C5N(C)c6cccnc6N5c5c3ccc3c5oc5ccccc53)(=C3N(C)c5cccnc5N3c3c4ccc4c3oc3ccccc34)c3ccc4c(oc5ccccc54)c3N2c2ncccc21,CN1c2cccnc2N2c3c(ccc4c3oc3ccccc34)[Ir]34(c5ccc6c(oc7ccccc76)c5N5c6ncccc6N(C)C53)(c3ccc5c(oc6ccccc65)c3N3c5ncccc5N(C)C34)C12
CN1C2=[Ir]34(=C5N(C)c6ccc(-c7ccccc7)nc6N5c5ccccc53)(=C3N(C)c5ccc(-c6ccccc6)nc5N3c3ccccc34)c3ccccc3N2c2nc(-c3ccccc3)ccc21,CN1c2ccc(-c3ccccc3)nc2N2c3ccccc3[Ir]34(c5ccccc5N5c6nc(-c7ccccc7)ccc6N(C)C53)(c3ccccc3N3c5nc(-c6ccccc6)ccc5N(C)C34)C12
Cc1cnc2c(c1)N(C)C1=[Ir]34(=C5N(C)c6cc(C)cnc6N5c5cc(C)ccc53)(=C3N(C)c5cc(C)cnc5N3c3cc(C)ccc34)c3ccc(C)cc3N12,Cc1cnc2c(c1)N(C)C1N2c2cc(C)ccc2[Ir]123(c1ccc(C)cc1N1c4ncc(C)cc4N(C)C12)c1ccc(C)cc1N1c2ncc(C)cc2N(C)C13
CC(C)c1ccc(N2C3=[Ir]45(=C6N(c7ccc(C(C)C)cc7)c7nccnc7N6c6ccc(C(C)C)cc64)(=C4N(c6ccc(C(C)C)cc6)c6nccnc6N4c4ccc(C(C)C)cc45)c4cc(C(C)C)ccc4N3c3nccnc32)cc1,CC(C)c1ccc(N2c3nccnc3N3c4ccc(C(C)C)cc4[Ir]45(c6cc(C(C)C)ccc6N6c7nccnc7N(c7ccc(C(C)C)cc7)C64)(c4cc(C(C)C)ccc4N4c6nccnc6N(c6ccc(C(C)C)cc6)C45)C23)cc1
c1ccc(-c2ccccc2N2C3=[Ir]45(=C6N(c7ccccc7-c7ccccc7)c7cccnc7N6c6ccccc64)(=C4N(c6ccccc6-c6ccccc6)c6cccnc6N4c4ccccc45)c4ccccc4N3c3ncccc32)cc1,c1ccc(-c2ccccc2N2c3cccnc3N3c4ccccc4[Ir]45(c6ccccc6N6c7ncccc7N(c7ccccc7-c7ccccc7)C64)(c4ccccc4N4c6ncccc6N(c6ccccc6-c6ccccc6)C45)C23)cc1
